index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,is_on9,is_on10,Time,Total_val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2,OnControl1,OnControl2
1,4.195,12.473,67.817,0.0077033,241.64,59.487,63.656,55.352,0.027135,194.67,55.326,194.67,67.798,249.97,237.51,8.331,63.61,245.81,59.494,0.033558,0.5,0.4999,0.5,0.5,0.49997,0.49992,0.5,0.5,0.4999,0.49993,5.8053,16.674,16.667,1e-05,0,0.0066226,5e-05,0.00016105,4,2
2,86.229,227.68,80.655,10.526,158.09,18.486,75.901,240.31,91.971,5.8786,10.526,158.03,87.845,89.402,238.54,8.0595,87.134,170.68,19.103,80.307,0.5,0.49994,0.4999,0.49997,0.49999,0.4999,0.49993,0.4999,0.49993,0.4999,7.3765,16.673,16.667,1e-05,0,0.0067311,5e-05,0,3,0
3,122.34,127.66,122.34,156.37,122.34,127.66,156.37,127.66,122.34,122.34,127.66,156.37,127.66,93.631,122.34,127.66,127.66,156.37,93.631,156.37,0.5,0.49999,0.49997,0.49999,0.49997,0.49997,0.49999,0.5,0.49999,0.49999,4.5322,16.673,16.667,1e-05,0,0.00672,5e-05,1.6482e-05,5,5
4,190.3,37.824,77.448,229.92,172.55,229.92,59.701,190.3,172.55,59.701,190.3,229.92,77.448,229.92,59.701,190.3,59.701,172.55,37.824,37.824,0.49992,0.49999,0.49998,0.49993,0.49998,0.49992,0.49994,0.49992,0.49992,0.49992,4.976,16.673,16.667,1e-05,0,0.0067311,5e-05,0,3,0
5,15.405,16.236,30.692,15.868,249.85,35.727,50.883,0.84966,234.59,229.82,218.61,214.81,35.589,31.298,230.28,30.598,199.82,234.56,34.504,218.71,0.49999,0.49999,0.49991,0.49992,0.49991,0.49992,0.49992,0.49991,0.49991,0.49991,7.6967,16.673,16.667,1e-05,0,0.0067311,5e-05,0,2,0
6,5.7585,0.009489,4.3696,2.4713,248.61,8.216,4.3794,250,3.8578,248.61,4.3794,247.52,248.61,248.61,249.99,1.3929,8.2185,5.7492,246.14,4.3701,0.4999,0.4999,0.5,0.5,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,6.6845,16.673,16.667,1e-05,0,0.0067311,5e-05,0,2,0
7,90.919,245.59,91.617,154.39,95.877,159.09,91.722,3.5413,3.4397,154.5,0.14462,157.46,90.513,95.542,95.742,154.76,4.2827,90.718,246.1,247.86,0.49994,0.49996,0.49994,0.4999,0.49996,0.49994,0.5,0.49996,0.49996,0.49996,7.6266,16.673,16.667,1e-05,0,0.0067327,5e-05,2.4656e-06,2,4
8,215.15,34.847,34.847,215.15,215.15,34.847,34.847,34.847,34.847,34.847,34.847,215.15,215.15,34.847,215.15,34.847,215.15,215.15,34.847,34.847,0.5,0.5,0.5,0.49993,0.5,0.49993,0.49993,0.49993,0.49993,0.49993,4.3242,16.673,16.667,1e-05,0,0.0067311,5e-05,0,4,0
9,225.36,149.66,225.98,101.28,16.512,24.322,7.5051,0.00019899,115.84,125.96,24.016,233.8,142.16,149.66,124.66,124.97,233.49,7.8163,226.3,16.82,0.4999,0.49991,0.49996,0.49991,0.5,0.49991,0.5,0.49994,0.49995,0.49991,6.4443,16.673,16.667,1e-05,0,0.0066878,5e-05,6.427e-05,2,2
10,234.4,249.23,220.58,4.8175,234.4,230.37,3.9428,249.23,223.27,242.03,239.9,25.385,227.68,20.098,8.6502,225.09,243.37,233.94,18.848,18.85,0.4999,0.4999,0.49999,0.49999,0.49999,0.5,0.49991,0.49991,0.49999,0.49999,7.1819,16.673,16.667,1e-05,0,0.0067099,5e-05,3.1362e-05,3,3
