index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,is_on9,is_on10,is_on11,is_on12,is_on13,is_on14,is_on15,is_on16,is_on17,is_on18,is_on19,is_on20,Time,Total val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2
1,2.2878,242.14,248.07,248.07,3.941,1.9272,247.71,9.5117,242.5,3.941,240.85,3.5804,3.941,248.07,240.85,3.941,7.4979,248.07,240.49,2.2878,9.5117,240.85,9.5117,9.5117,7.8585,1.9272,246.06,9.1511,240.49,9.1511,3.5804,248.07,9.5117,7.4979,240.49,9.5117,3.5804,246.06,240.85,242.5,0.4999,0.4999,0.4999,0.4999,0.5,0.5,0.4999,0.5,0.4999,0.5,0.4999,0.5,0.5,0.5,0.4999,0.4999,0.4999,0.4999,0.5,0.4999,30.039,0.5381,0.0073517,0.8,0,0.0069628,0.8,0
