index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,is_on9,is_on10,is_on11,is_on12,is_on13,is_on14,is_on15,is_on16,is_on17,is_on18,is_on19,is_on20,Time,Total val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2
1,21.445,198.51,239.82,148.53,187.35,76.81,133.92,16.276,128.75,137.27,54.626,150.77,43.155,233.72,37.985,21.445,51.49,34.85,140.22,116.08,9.974,140.54,62.65,54.626,187.35,133.92,62.65,40.94,110.7,93.451,145.92,215.36,107.57,76.81,176.09,200.54,49.246,240.03,101.26,16.276,0.49997,0.49997,0.5,0.49995,0.49995,0.49999,0.49994,0.49993,0.49998,0.49992,0.49999,0.49993,0.49996,0.49991,0.49994,0.49996,0.49997,0.49992,0.49995,0.49996,18.27,0.53823,0.0064223,0.8,0,0.0082534,0.8,0
