index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,Time,Total val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2
1,228.68,222.13,241.01,163.37,63.143,28.095,230.84,206.19,0.22457,230.62,227.56,71.628,221.9,209.01,227.5,52.805,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,39.409,0.43296,0.0076075,0.8,-0.36722,0.0054259,0.8,0.053071
