index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,is_on9,is_on10,is_on11,is_on12,is_on13,is_on14,is_on15,is_on16,is_on17,is_on18,is_on19,is_on20,is_on21,is_on22,is_on23,is_on24,Time,Total_val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2,OnControl1,OnControl2
1,124.22,237.87,202.9,130.14,245.57,77.535,131.94,50.431,12.153,207.26,7.766,170.22,79.782,237.87,0.073536,242.21,124.22,166.86,83.141,237.85,166.86,195.24,130.11,245.54,118.09,195.21,127.55,170.19,75.422,174.58,124.22,166.86,125.75,87.501,75.422,202.9,237.87,7.766,166.86,87.474,127.55,130.11,87.501,122.42,75.422,202.93,174.55,87.474,0.49995,0.49994,0.4999,0.49993,0.49992,0.49997,0.49993,0.49995,0.49997,0.49994,0.49998,0.49993,0.49993,0.49995,0.5,0.49992,0.49997,0.49993,0.49998,0.49998,0.49998,0.49993,0.49995,0.49998,6.8432,16.683,16.667,0.007,0,0.0067603,0.002,0.00053177,3,7
2,238.7,13.529,247.48,14.849,3.5907,11.289,11.297,235.14,247.48,248.91,247.47,0.29406,2.5267,246.15,236.47,248.65,235.14,11.033,12.361,249.98,1.3509,238.97,11.297,248.91,237.65,238.71,2.5195,235.41,235.15,13.529,237.65,2.7901,14.586,238.7,238.71,11.026,238.97,246.15,12.097,14.586,14.857,238.7,249.97,14.857,1.0947,1.0875,246.42,235.15,0.49991,0.4999,0.5,0.5,0.5,0.4999,0.4999,0.5,0.49999,0.4999,0.5,0.5,0.49991,0.4999,0.49991,0.4999,0.5,0.49999,0.49991,0.4999,0.5,0.5,0.4999,0.4999,6.5589,16.682,16.667,0.007,0,0.006731,0.002,9.7231e-05,7,4
3,130.63,130.66,240.64,93.62,93.852,43.887,119.29,8.7523,7.9849,161.82,236.09,207.29,40.19,209.58,127.92,13.806,48.94,5.3895,117.42,115.43,89.406,249.13,83.205,39.245,42.839,10.864,204.21,48.607,156.15,247.89,35.262,8.0054,1.9848,121.51,161.43,8.5466,124.4,167.95,201.98,234.42,14.646,80.175,42.943,49.855,45.536,114.24,158.5,129.64,0.49993,0.49995,0.49995,0.49991,0.49995,0.5,0.49995,0.49998,0.49995,0.5,0.49999,0.49999,0.49991,0.49995,0.49998,0.49995,0.49999,0.49997,0.49991,0.49999,0.4999,0.49995,0.5,0.49996,9.8193,16.683,16.667,0.007,0,0.0066837,0.002,0.00060612,7,6
4,103.97,16.87,158.32,29.16,103.97,16.87,220.84,16.87,16.87,103.97,29.16,16.87,103.97,103.97,29.16,220.84,91.678,29.16,233.13,91.678,91.678,233.13,146.03,146.03,16.87,233.13,158.32,220.84,146.03,29.16,158.32,16.87,91.678,103.97,91.678,220.84,220.84,146.03,16.87,16.87,233.13,91.678,233.13,29.16,91.678,146.03,158.32,103.97,0.5,0.49997,0.49997,0.5,0.49997,0.49997,0.5,0.49994,0.49992,0.49994,0.49991,0.49995,0.5,0.5,0.49994,0.49991,0.49991,0.49991,0.49991,0.49991,0.49997,0.49997,0.49997,0.49995,5.7945,16.68,16.667,0.001,0,0.0065513,0.003,0.002575,7,5
5,247.64,241.27,8.7321,239.56,1.5875,10.436,9.6682,0.6515,240.33,8.7321,1.4197,249.35,2.3557,2.3557,1.4197,8.7321,10.436,9.5003,248.41,240.5,240.33,248.58,9.5003,9.5003,10.436,241.27,239.56,248.41,239.56,241.27,1.5875,247.64,10.436,9.6682,8.7321,239.56,248.41,248.41,239.56,248.58,248.41,249.35,2.3557,248.58,10.436,240.5,8.7321,249.35,0.4999,0.5,0.5,0.5,0.5,0.5,0.4999,0.5,0.4999,0.4999,0.4999,0.5,0.5,0.4999,0.5,0.4999,0.4999,0.5,0.4999,0.4999,0.4999,0.5,0.4999,0.5,7.0309,16.68,16.667,0.001,0,0.0065159,0.003,0.0031025,7,5
6,21.326,151.55,0.32517,77.127,172.55,21.324,228.67,0.011476,77.444,249.99,249.68,151.56,228.99,228.98,0.011423,77.131,172.56,21.324,21.323,21.327,228.67,21.32,77.439,249.99,98.133,249.67,77.124,98.134,77.443,21.012,151.87,0.013287,172.56,172.88,98.133,151.55,172.87,0.32867,151.86,250,249.68,250,0.0047101,151.87,172.88,98.129,228.68,21.017,0.49997,0.5,0.49997,0.4999,0.49999,0.5,0.49991,0.49993,0.49997,0.49994,0.49993,0.49993,0.49991,0.49993,0.4999,0.49991,0.49994,0.4999,0.4999,0.49993,0.49991,0.49994,0.49993,0.49996,8.3642,16.683,16.667,0.007,0,0.0067334,0.002,0.00013279,6,1
7,84.418,165.58,0.072758,0.072758,166.52,17.721,17.721,0.072758,17.721,101.12,0.072758,232.28,100.18,0.072758,16.78,100.18,248.99,249.93,248.99,83.476,165.58,101.12,100.18,149.82,1.0144,166.52,1.0144,249.93,84.418,1.0144,232.28,148.88,0.072758,233.22,83.476,84.418,233.22,101.12,249.93,248.99,165.58,232.28,248.99,165.58,149.82,1.0144,138.49,17.721,0.49994,0.49997,0.49993,0.49996,0.49999,0.49999,0.5,0.49997,0.49993,0.49996,0.49993,0.49993,0.49993,0.49999,0.49999,0.5,0.5,0.49991,0.49996,0.49994,0.4999,0.5,0.49996,0.5,6.3623,16.678,16.667,0.001,0,0.0067697,0.003,0.00067228,7,8
8,231.6,220.09,228.71,14.068,241.27,23.873,233.35,249.19,249.88,235.93,212.87,228.71,220.79,249.19,8.035,0.81294,8.035,13.371,37.128,212.87,24.57,0.81294,235.93,37.128,212.18,234.05,37.128,29.209,29.209,15.954,241.96,15.954,0.11631,37.825,15.954,235.93,226.13,212.18,226.13,0.81294,234.05,249.19,249.88,8.035,249.19,16.651,37.128,15.954,0.49991,0.49999,0.49991,0.49991,0.49991,0.4999,0.49999,0.49991,0.4999,0.4999,0.4999,0.49991,0.49999,0.49991,0.49991,0.49999,0.49999,0.49999,0.49991,0.4999,0.49999,0.49999,0.49998,0.49999,6.3926,16.682,16.667,0.007,0,0.0067252,0.002,1.0571e-05,2,8
9,0.043996,0.039423,249.95,249.8,249.99,249.95,17.022,0.25009,232.96,0.20343,16.852,249.75,232.93,249.77,249.77,0.23994,16.891,0.00957,249.96,233.12,17.056,249.75,249.93,16.893,16.864,232.96,17.032,232.98,232.93,249.97,0.019531,0.24651,249.76,232.93,249.8,249.76,181.82,233.12,17.052,0.2374,233.17,0.047542,87.244,16.887,232.97,0.24013,0.053306,249.75,0.49991,0.49999,0.49991,0.49991,0.49991,0.49999,0.5,0.49999,0.4999,0.49991,0.4999,0.49999,0.4999,0.49991,0.4999,0.49999,0.5,0.49999,0.4999,0.49991,0.49991,0.5,0.49999,0.49999,8.5361,16.683,16.667,0.007,0,0.0066959,0.002,0.00042585,5,6
10,125.62,177.3,23.502,205.13,114.7,122.72,95.901,124.53,89.464,74.302,109.15,79.243,113.28,109.97,89.229,108.29,108.23,155.6,109.09,108.89,164.86,69.314,125.25,174.06,147.61,89.758,135.91,157.23,83.952,127.98,91.762,91.762,174.54,124.75,119.44,108.34,174.59,210.93,178.05,79.243,81.885,94.404,22.543,122.34,109.68,79.243,24.031,104.16,0.49994,0.49996,0.49991,0.49995,0.49994,0.49992,0.49996,0.49995,0.49993,0.49993,0.49998,0.49994,0.49992,0.49998,0.49996,0.49995,0.49998,0.49995,0.49997,0.49999,0.49994,0.49993,0.49995,0.49998,7.2703,16.682,16.667,0.007,0,0.0067195,0.002,7.5071e-05,3,7
