index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,Time,Total val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2
1,237.09,241.82,241.82,233.3,237.09,241.82,16.7,16.7,12.909,238.03,238.03,11.966,8.1751,68.889,238.03,16.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.63,0.48078,0.007323,0.8,-0.39089,0.0062841,0.8,0.21963
