index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,is_on9,is_on10,is_on11,is_on12,is_on13,is_on14,is_on15,is_on16,is_on17,is_on18,is_on19,is_on20,is_on21,is_on22,is_on23,is_on24,is_on25,is_on26,is_on27,is_on28,is_on29,is_on30,Time,Total val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2
1,19.759,241.81,235.31,95.02,93.898,89.705,229.12,171.86,229.12,95.483,143.41,19.296,75.83,12.332,93.175,18.52,38.486,95.743,27.382,97.843,95.743,230.7,161.43,154.93,8.1393,80.499,75.83,224.46,143.88,211.05,27.845,27.382,220.32,152.68,96.206,97.315,80.499,96.259,156.56,84.639,230.96,98.104,145.72,19.706,25.021,108.48,241.35,224.98,19.759,163.33,16.675,213.36,159.12,146.18,100.09,36.178,100.09,14.693,18.573,219.91,0.49997,0.49991,0.49991,0.49994,0.4999,0.49991,0.49991,0.49996,0.49999,0.49997,0.49993,0.49994,0.49996,0.49999,0.49999,0.49997,0.49994,0.49997,0.49994,0.49991,0.49991,0.5,0.49991,0.49995,0.49997,0.49997,0.49997,0.5,0.49991,0.49996,23.725,0.53795,0.0065744,0.8,0,0.0072765,0.8,0
