index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,is_on9,is_on10,is_on11,is_on12,is_on13,is_on14,is_on15,is_on16,Time,Total_val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2,OnControl1,OnControl2
1,111.77,140.5,111.77,231.11,18.895,138.23,138.23,18.895,228.84,231.11,138.23,21.158,231.11,21.158,231.11,231.11,228.84,138.23,228.84,111.77,140.5,231.11,231.11,228.84,18.895,231.11,18.895,109.5,111.77,18.895,109.5,228.84,0.5,0.49996,0.49995,0.49995,0.5,0.49992,0.49995,0.49995,0.49992,0.49992,0.49992,0.49995,0.5,0.49995,0.49992,0.49992,4.8771,16.673,16.667,1e-05,0,0.006535,5e-05,0.00011465,7,3
2,1.4713,1.4737,249.97,245.19,6.1572,248.46,0.12262,4.836,0.077587,245.26,0.082835,6.2158,245.13,243.77,243.86,243.74,0.11071,249.94,0.059137,248.49,6.1656,245.2,4.808,245.17,1.5188,249.97,248.53,248.49,248.52,6.2772,243.86,4.8142,0.5,0.4999,0.5,0.4999,0.4999,0.5,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,9.6224,16.673,16.667,1e-05,0,0.0066108,5e-05,0,3,0
3,168.11,168.11,79.01,168.11,129.21,120.79,81.888,132.09,132.09,129.21,170.99,168.11,81.888,132.09,79.01,170.99,170.99,117.91,132.09,120.79,120.79,132.09,170.99,117.91,168.11,170.99,129.21,168.11,79.01,117.91,117.91,79.01,0.49998,0.5,0.49998,0.49998,0.49998,0.49998,0.49996,0.5,0.49998,0.5,0.49996,0.5,0.5,0.49998,0.49998,0.49998,5.7703,16.673,16.667,1e-05,0,0.0065849,5e-05,3.9265e-05,8,8
4,29.203,79.655,47.872,181,151.43,0.40127,98.561,199.61,98.541,98.235,47.851,47.748,199.52,151.87,0.43097,0.0095388,0.0025166,231.02,0.49572,151.37,220.74,29.605,50.92,98.569,180.53,249.5,98.568,169.95,151.76,180.93,48.185,19.107,0.5,0.49992,0.49997,0.49998,0.49994,0.49999,0.49998,0.4999,0.5,0.49992,0.4999,0.49991,0.49999,0.49994,0.49997,0.49997,6.1996,16.673,16.667,1e-05,0,0.0065896,5e-05,3.2073e-05,5,4
5,186.08,164.8,113.27,40.125,188.85,151.01,112.95,178.89,204.9,6.581,82.601,141.87,126.59,153.99,98.079,137.46,65.806,70.31,133.26,142.82,195.67,130.66,172.29,173.82,87.783,212.04,142.96,186.26,72.107,184.56,133.44,95.33,0.49996,0.49997,0.49994,0.49996,0.49994,0.49997,0.49992,0.49993,0.49997,0.49991,0.49996,0.49994,0.49994,0.49997,0.49994,0.49993,7.7819,16.673,16.667,1e-05,0,0.0065998,5e-05,1.6712e-05,4,3
6,168.31,90.819,234.53,223.09,202.86,208.65,228.24,216.9,168.16,15.735,234.24,217.9,41.679,107.91,0.58255,82.501,223.15,101.84,142.04,75.592,133.54,148.92,107.88,153.23,108.02,152.97,32.233,217.46,249.42,15.243,148.58,148.59,0.4999,0.49999,0.49995,0.49991,0.49992,0.49993,0.5,0.5,0.49992,0.49997,0.49995,0.49992,0.4999,0.49993,0.49996,0.49998,9.3431,16.673,16.667,1e-05,0,0.0066169,5e-05,9.2328e-06,3,3
7,40.475,236.2,236.2,40.475,236.2,209.52,209.52,40.475,236.2,209.52,13.802,209.52,236.2,40.475,40.475,209.52,209.52,40.475,209.52,236.2,209.52,13.802,13.802,209.52,13.802,209.52,236.2,209.52,13.802,209.52,236.2,236.2,0.49999,0.5,0.49991,0.49992,0.49999,0.49991,0.5,0.49992,0.49992,0.49991,0.49992,0.49999,0.49999,0.49999,0.49991,0.49991,4.7736,16.673,16.667,1e-05,0,0.0064616,5e-05,0.00022567,4,3
8,195.62,63.413,197.28,52.555,2.6614,63.148,237.05,11.091,186.31,197.41,2.2362,11.249,186.43,238.57,195.78,52.165,2.3418,54.666,249.44,52.569,54.271,2.3734,11.421,13.164,195.65,52.54,238.48,54.363,11.407,64.972,238.74,195.35,0.4999,0.49991,0.4999,0.49992,0.49991,0.49992,0.4999,0.4999,0.5,0.5,0.4999,0.49993,0.4999,0.49992,0.49992,0.49998,10.296,16.673,16.667,1e-05,0,0.0065978,5e-05,1.9738e-05,0,3
9,200.04,8.661,224.41,106.46,204.55,26.975,90.425,91.782,7.5398,221.87,9.0697,180.98,34.105,45.52,150.81,44.36,157.14,134.96,116.86,132.71,71.947,130.46,44.763,133.29,110.32,180.2,143.66,111.79,128.25,160.53,65.632,45.787,0.4999,0.49993,0.49998,0.49996,0.49995,0.49998,0.49995,0.49993,0.49999,0.49995,0.49993,0.49993,0.49994,0.49991,0.49994,0.49993,9.3325,16.673,16.667,1e-05,0,0.0065624,5e-05,7.3212e-05,4,1
10,170.12,167.18,37.6,170.12,212.4,23.343,133.96,176.51,99.07,198.41,72.493,127.31,101.78,79.876,119.98,117.03,190.5,148.22,38.595,130.02,23.343,109.65,212.4,130.02,227.65,140.35,51.586,248.56,130.02,16.692,73.489,83.818,0.49996,0.49992,0.49996,0.49991,0.49991,0.49995,0.49999,0.49997,0.49994,0.49993,0.49994,0.49993,0.49994,0.49996,0.49994,0.49993,5.4908,16.673,16.667,1e-05,0,0.0065499,5e-05,9.2149e-05,4,1
