index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,is_on9,is_on10,is_on11,is_on12,is_on13,is_on14,is_on15,is_on16,is_on17,is_on18,is_on19,is_on20,Time,Total_val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2,OnControl1,OnControl2
1,213.42,156.2,121.17,163.66,46.817,163.66,97.321,156.2,148.22,151.95,28.18,147.49,89.649,213.42,137.23,162.94,47.565,86.751,39.165,43.626,206.37,162.94,97.321,213.42,97.321,160.66,160.35,156.2,105.09,28.18,86.335,210.83,78.35,94.736,206.37,102.2,86.751,78.35,147.49,128.83,0.49997,0.49993,0.49995,0.49997,0.49995,0.49998,0.49995,0.49994,0.49997,0.49993,0.49996,0.49994,0.49995,0.49997,0.49997,0.5,0.49998,0.49993,0.49995,0.49995,64.695,0.37828,0.0030129,0.56002,0.00010869,0.0029161,0.56002,0.0087496,5,6
2,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.62,0.37853,0.0029993,0.56002,0.0046184,0.0029564,0.56002,0.0049759,10,10
3,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.758,0.37853,0.0029993,0.56002,0.0046184,0.0029564,0.56002,0.0049759,10,10
4,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,40.577,0.37853,0.0029993,0.56002,0.0046184,0.0029564,0.56002,0.0049759,10,10
5,114.41,135.59,114.41,135.59,114.41,135.59,114.41,114.41,114.41,114.41,135.59,114.41,135.59,135.59,117.44,135.59,135.59,114.41,135.59,114.41,114.41,135.59,114.41,135.59,135.59,114.41,114.41,135.59,135.59,135.59,114.41,114.41,114.41,135.59,114.41,135.59,135.59,114.41,135.59,114.41,0.5,0.5,0.5,0.49999,0.49999,0.49999,0.5,0.49999,0.49999,0.5,0.5,0.5,0.49999,0.5,0.5,0.5,0.49999,0.5,0.49999,0.49999,44.34,0.37756,0.0030081,0.56002,0.001699,0.0029564,0.56002,0.0049759,10,10
