index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,is_on9,is_on10,is_on11,is_on12,is_on13,is_on14,is_on15,is_on16,is_on17,is_on18,is_on19,is_on20,is_on21,is_on22,is_on23,is_on24,is_on25,is_on26,is_on27,is_on28,is_on29,is_on30,is_on31,is_on32,is_on33,is_on34,is_on35,is_on36,is_on37,is_on38,is_on39,is_on40,is_on41,is_on42,is_on43,is_on44,is_on45,is_on46,is_on47,is_on48,is_on49,is_on50,is_on51,is_on52,is_on53,is_on54,is_on55,is_on56,is_on57,is_on58,is_on59,is_on60,is_on61,is_on62,is_on63,is_on64,is_on65,is_on66,is_on67,is_on68,is_on69,is_on70,is_on71,is_on72,is_on73,is_on74,is_on75,is_on76,is_on77,is_on78,is_on79,is_on80,is_on81,is_on82,is_on83,is_on84,is_on85,is_on86,is_on87,is_on88,is_on89,is_on90,Time,Total_val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2,OnControl1,OnControl2
1,21.7,47.607,47.321,202.68,242,201.15,202.68,242,243.25,6.4685,197.35,8.2836,243.25,197.07,54.462,202.68,2.9576,195.82,7.998,52.933,7.998,195.54,7.998,7.998,8.2836,49.136,202.39,7.998,8.2836,247.04,247.04,243.53,195.82,49.136,195.82,247.33,54.177,197.07,195.54,243.53,202.39,8.2836,202.68,197.07,242,1.4281,195.82,48.851,6.7541,49.136,47.607,243.53,54.177,201.15,242,241.72,202.68,2.672,1.1425,2.9576,248.57,6.7541,48.851,200.86,248.57,7.998,52.933,1.4281,52.933,8.2836,242,241.72,200.86,1.1425,247.33,247.04,247.04,2.9576,242,247.04,52.647,197.07,201.15,54.462,52.933,6.7541,241.72,242,197.07,197.07,241.72,195.82,54.177,2.9576,243.25,202.39,54.462,248.57,47.607,49.136,242,242,197.35,243.53,248.57,1.4281,6.4685,47.607,49.136,243.25,195.54,243.25,2.672,7.998,243.53,241.72,247.33,6.7541,243.53,7.998,247.33,47.607,54.462,202.68,47.321,8.2836,1.1425,7.998,242,197.07,195.82,242,248.57,241.72,52.647,247.04,1.4281,2.672,195.54,248.86,6.7541,6.4685,54.462,200.86,6.4685,48.851,195.82,202.68,202.39,48.851,202.39,47.321,243.25,247.33,243.53,47.607,243.53,49.136,54.177,248.57,6.7541,2.9576,197.35,197.35,202.68,247.04,247.04,241.72,47.607,1.1425,248.57,47.321,1.4281,8.2836,54.462,201.5,7.998,195.82,1.1425,8.2836,0.49992,0.49992,0.4999,0.4999,0.49992,0.4999,0.5,0.49992,0.4999,0.49998,0.49998,0.5,0.5,0.5,0.49998,0.4999,0.49998,0.4999,0.49998,0.49998,0.5,0.4999,0.4999,0.49992,0.49998,0.49992,0.4999,0.49992,0.49992,0.49992,0.49998,0.49998,0.49998,0.49998,0.4999,0.49998,0.49992,0.49998,0.4999,0.4999,0.5,0.4999,0.5,0.49998,0.4999,0.5,0.49992,0.4999,0.49992,0.49998,0.5,0.4999,0.49992,0.5,0.5,0.5,0.5,0.49992,0.4999,0.49998,0.49992,0.5,0.49992,0.5,0.5,0.49998,0.49992,0.5,0.49992,0.49998,0.4999,0.49998,0.5,0.4999,0.5,0.49992,0.4999,0.4999,0.49998,0.4999,0.5,0.4999,0.4999,0.49992,0.49992,0.5,0.49998,0.49992,0.49992,0.4999,40.644,47091,2.453e-08,70636,0.0014757,2.3199e-08,70636,0.014504,21,21
