index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,Time,Total val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2
1,217.39,249.48,219.29,22.951,239.5,33.958,31.864,239.65,33.133,194.57,195.8,228.02,218.23,226.9,224.74,224.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,49.963,0.4141,0.0080986,0.8,-0.32637,0.004924,0.8,-0.044338
