index,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,is_on1,is_on2,is_on3,is_on4,is_on5,is_on6,is_on7,is_on8,is_on9,is_on10,is_on11,is_on12,is_on13,is_on14,is_on15,is_on16,is_on17,is_on18,is_on19,is_on20,Time,Total val,AverageLatency1,AverageLinkFailure1,Transparency1,AverageLatency2,AverageLinkFailure2,Transparency2
1,1.3153,44.379,8.8493,248.68,209.99,1.3153,248.31,1.6944,245.14,248.68,202.46,8.4702,209.99,40.388,1.6944,5.3065,245.14,47.164,1.6944,43.552,206.83,248.68,241.53,245.14,5.6856,5.6856,241.53,43.552,202.46,202.84,4.479,5.6856,1.6944,202.46,206.83,47.164,241.53,47.543,209.99,245.14,0.4999,0.4999,0.5,0.5,0.49998,0.4999,0.4999,0.49998,0.49998,0.4999,0.49998,0.5,0.49992,0.49992,0.4999,0.49992,0.49992,0.49998,0.4999,0.49998,17.268,0.53919,0.0097744,0.8,0,0.0078068,0.8,0
